[2025-09-01 00:34:56,622] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:04:38,614] INFO django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 200 427
[2025-09-01 03:04:47,058] INFO apps.transactions create:41 - Creating transaction for user abassi.loay@gmail.com
[2025-09-01 03:04:47,061] INFO apps.transactions create:48 - Client profile found: loay abassi
[2025-09-01 03:04:47,064] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:04:47,064] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 4
[2025-09-01 03:04:47,065] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$7000.00, Type=transfer, Client=loay abassi
[2025-09-01 03:04:47,066] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:04:47,067] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:04:47,067] ERROR apps.transactions create:137 - Error creating transaction: too many values to unpack (expected 3)
[2025-09-01 03:04:47,070] ERROR django.request log_response:253 - Internal Server Error: /api/client/transactions/
[2025-09-01 03:04:47,071] ERROR django.server log_message:213 - "POST /api/client/transactions/ HTTP/1.1" 500 39
[2025-09-01 03:05:41,847] INFO django.server log_message:213 - "GET /admin/ HTTP/1.1" 200 13212
[2025-09-01 03:05:41,952] INFO django.server log_message:213 - "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
[2025-09-01 03:05:44,026] WARNING django.request log_response:253 - Not Found: /favicon.ico
[2025-09-01 03:05:44,027] WARNING django.server log_message:213 - "GET /favicon.ico HTTP/1.1" 404 3592
[2025-09-01 03:05:53,315] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 17872
[2025-09-01 03:05:53,337] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:06:36,404] INFO django.server log_message:213 - "GET /admin/risk/threshold/ HTTP/1.1" 200 17119
[2025-09-01 03:06:36,421] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:06:38,193] INFO django.server log_message:213 - "GET /admin/risk/rule/ HTTP/1.1" 200 13129
[2025-09-01 03:06:38,210] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:06:40,001] INFO django.server log_message:213 - "GET /admin/risk/clientprofile/ HTTP/1.1" 200 16985
[2025-09-01 03:06:40,016] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:06:47,253] INFO apps.transactions create:41 - Creating transaction for user abassi.loay@gmail.com
[2025-09-01 03:06:47,255] INFO apps.transactions create:48 - Client profile found: loay abassi
[2025-09-01 03:06:47,258] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:06:47,259] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 5
[2025-09-01 03:06:47,259] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$7000.00, Type=transfer, Client=loay abassi
[2025-09-01 03:06:47,260] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:06:47,260] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:06:47,260] ERROR apps.transactions create:137 - Error creating transaction: too many values to unpack (expected 3)
[2025-09-01 03:06:47,263] ERROR django.request log_response:253 - Internal Server Error: /api/client/transactions/
[2025-09-01 03:06:47,264] ERROR django.server log_message:213 - "POST /api/client/transactions/ HTTP/1.1" 500 39
[2025-09-01 03:08:52,164] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 18379
[2025-09-01 03:08:52,182] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:08:53,123] INFO django.server log_message:213 - "GET /admin/transactions/fraudalert/ HTTP/1.1" 200 14233
[2025-09-01 03:08:53,145] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:08:54,435] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 18379
[2025-09-01 03:08:54,454] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:08:57,551] INFO django.server log_message:213 - "GET /admin/users/emailotp/ HTTP/1.1" 200 16382
[2025-09-01 03:08:57,568] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:09:03,787] INFO django.server log_message:213 - "GET /admin/users/user/ HTTP/1.1" 200 17009
[2025-09-01 03:09:03,803] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:09:11,334] INFO django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 200 427
[2025-09-01 03:09:11,345] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 1407
[2025-09-01 03:09:11,353] INFO django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 200 427
[2025-09-01 03:09:11,365] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 1407
[2025-09-01 03:09:14,600] INFO django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 200 427
[2025-09-01 03:09:14,605] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 1407
[2025-09-01 03:09:24,639] INFO django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 200 427
[2025-09-01 03:09:24,645] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 1407
[2025-09-01 03:09:42,228] INFO django.server log_message:213 - "POST /api/auth/login/ HTTP/1.1" 200 587
[2025-09-01 03:09:42,251] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:42,256] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:42,257] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:09:42,261] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:42,263] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:42,265] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:09:54,114] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:54,116] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:54,118] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:09:54,125] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:54,125] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:54,128] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:09:56,249] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:56,252] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:56,252] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:09:56,259] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:09:56,261] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:09:56,261] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:16:59,672] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\transactions\views.py changed, reloading.
[2025-09-01 03:17:00,711] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:17:11,594] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\risk\models.py changed, reloading.
[2025-09-01 03:17:12,549] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:17:20,841] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\risk\models.py changed, reloading.
[2025-09-01 03:17:21,696] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:20:42,594] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:20:42,595] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:20:42,596] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:20:54,258] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:20:54,259] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:20:54,259] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:25:24,179] WARNING fraud_detection load_model:29 - ML model file not found at C:\Users\HP\Desktop\projects\safeNetAi\backend\models\fraud_isolation.joblib
[2025-09-01 03:25:24,180] INFO fraud_detection update_client_statistics:217 - Starting client statistics update...
[2025-09-01 03:25:24,185] INFO fraud_detection update_client_statistics:240 - No transactions found for client John Doe
[2025-09-01 03:25:24,201] INFO fraud_detection update_client_statistics:238 - Updated statistics for client loay abassi: avg=7000.00, std=0.00
[2025-09-01 03:25:24,202] INFO fraud_detection update_client_statistics:240 - No transactions found for client Ahmed Benali
[2025-09-01 03:25:24,203] INFO fraud_detection update_client_statistics:240 - No transactions found for client Yasmine Boudiaf
[2025-09-01 03:25:24,204] INFO fraud_detection update_client_statistics:240 - No transactions found for client Karim Mekki
[2025-09-01 03:25:24,204] INFO fraud_detection update_client_statistics:240 - No transactions found for client Leila Khelifi
[2025-09-01 03:25:24,205] INFO fraud_detection update_client_statistics:240 - No transactions found for client Sofiane Belkacem
[2025-09-01 03:25:24,206] INFO fraud_detection update_client_statistics:240 - No transactions found for client Amel Haddad
[2025-09-01 03:25:24,206] INFO fraud_detection update_client_statistics:240 - No transactions found for client Rachid Ould
[2025-09-01 03:25:24,207] INFO fraud_detection update_client_statistics:240 - No transactions found for client Nadia Cherif
[2025-09-01 03:25:24,207] INFO fraud_detection update_client_statistics:240 - No transactions found for client Samir Bensaid
[2025-09-01 03:25:24,208] INFO fraud_detection update_client_statistics:240 - No transactions found for client Farah Djemai
[2025-09-01 03:25:24,209] INFO fraud_detection update_client_statistics:240 - No transactions found for client Nabil Saadi
[2025-09-01 03:25:24,209] INFO fraud_detection update_client_statistics:240 - No transactions found for client Selma Touati
[2025-09-01 03:25:24,210] INFO fraud_detection update_client_statistics:240 - No transactions found for client Mourad Fekir
[2025-09-01 03:25:24,211] INFO fraud_detection update_client_statistics:240 - No transactions found for client Hanane Boulahdour
[2025-09-01 03:25:24,212] INFO fraud_detection update_client_statistics:240 - No transactions found for client Lotfi Mansouri
[2025-09-01 03:25:24,213] INFO fraud_detection update_client_statistics:240 - No transactions found for client Amina Rezig
[2025-09-01 03:25:24,214] INFO fraud_detection update_client_statistics:240 - No transactions found for client Abdelkader Rahmani
[2025-09-01 03:25:24,215] INFO fraud_detection update_client_statistics:240 - No transactions found for client Kawther Ziani
[2025-09-01 03:25:24,216] INFO fraud_detection update_client_statistics:240 - No transactions found for client Reda Bouzid
[2025-09-01 03:25:24,217] INFO fraud_detection update_client_statistics:240 - No transactions found for client Ines Gharbi
[2025-09-01 03:25:24,217] INFO fraud_detection update_client_statistics:245 - Client statistics update completed: 1 clients updated
[2025-09-01 03:25:36,468] INFO fraud_detection train:121 - Starting ML model training...
[2025-09-01 03:25:36,471] WARNING fraud_detection train:127 - Insufficient data for training. Need at least 10 transactions, got 4
[2025-09-01 03:26:55,563] WARNING django.request log_response:253 - Not Found: /api/client/profile/me/
[2025-09-01 03:26:55,565] WARNING django.server log_message:213 - "GET /api/client/profile/me/ HTTP/1.1" 404 30
[2025-09-01 03:26:55,565] INFO django.server log_message:213 - "GET /api/client/transactions/ HTTP/1.1" 200 2
[2025-09-01 03:31:49,977] INFO django.server log_message:213 - "GET /admin/ HTTP/1.1" 200 13212
[2025-09-01 03:31:53,594] INFO django.server log_message:213 - "GET /admin/users/user/ HTTP/1.1" 200 17009
[2025-09-01 03:31:53,615] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:31:56,132] INFO django.server log_message:213 - "GET /admin/users/emailotp/ HTTP/1.1" 200 16382
[2025-09-01 03:31:56,149] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:31:58,287] INFO django.server log_message:213 - "GET /admin/transactions/fraudalert/ HTTP/1.1" 200 14233
[2025-09-01 03:31:58,302] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:31:59,452] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 18379
[2025-09-01 03:31:59,468] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:32:01,775] INFO django.server log_message:213 - "GET /admin/risk/clientprofile/ HTTP/1.1" 200 28542
[2025-09-01 03:32:01,792] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:32:10,333] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 18379
[2025-09-01 03:32:11,790] INFO django.server log_message:213 - "GET /admin/transactions/fraudalert/ HTTP/1.1" 200 14233
[2025-09-01 03:32:13,399] INFO django.server log_message:213 - "GET /admin/transactions/transaction/ HTTP/1.1" 200 18379
[2025-09-01 03:32:16,784] INFO django.server log_message:213 - "GET /admin/risk/clientprofile/ HTTP/1.1" 200 28542
[2025-09-01 03:32:16,799] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:33:56,873] INFO django.server log_message:213 - "GET /admin/risk/clientprofile/ HTTP/1.1" 200 28542
[2025-09-01 03:33:57,263] WARNING django.request log_response:253 - Not Found: /favicon.ico
[2025-09-01 03:33:57,265] WARNING django.server log_message:213 - "GET /favicon.ico HTTP/1.1" 404 3592
[2025-09-01 03:36:05,993] INFO django.server log_message:213 - "GET /admin/risk/rule/ HTTP/1.1" 200 13129
[2025-09-01 03:36:06,013] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:36:07,867] INFO django.server log_message:213 - "GET /admin/risk/rule/ HTTP/1.1" 200 13129
[2025-09-01 03:36:07,883] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:36:08,871] INFO django.server log_message:213 - "GET /admin/risk/threshold/ HTTP/1.1" 200 17119
[2025-09-01 03:36:08,894] INFO django.server log_message:213 - "GET /admin/jsi18n/ HTTP/1.1" 200 3342
[2025-09-01 03:43:56,159] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\transactions\views.py changed, reloading.
[2025-09-01 03:43:57,024] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:44:16,767] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\transactions\views.py changed, reloading.
[2025-09-01 03:44:17,702] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:44:37,089] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\users\email_service.py changed, reloading.
[2025-09-01 03:44:37,913] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:49:07,703] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:07,704] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 6
[2025-09-01 03:49:07,704] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$600, Type=transfer, Client=John Doe
[2025-09-01 03:49:07,707] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:07,707] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:24,767] INFO django.utils.autoreload trigger_reload:265 - C:\Users\HP\Desktop\projects\safeNetAi\backend\apps\transactions\signals.py changed, reloading.
[2025-09-01 03:49:25,725] INFO django.utils.autoreload run_with_reloader:667 - Watching for file changes with StatReloader
[2025-09-01 03:49:40,126] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,126] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 7
[2025-09-01 03:49:40,126] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$800, Type=withdraw, Client=John Doe
[2025-09-01 03:49:40,126] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,126] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:40,156] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,157] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 8
[2025-09-01 03:49:40,157] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$500, Type=deposit, Client=John Doe
[2025-09-01 03:49:40,159] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,159] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:40,170] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,170] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 9
[2025-09-01 03:49:40,170] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$800, Type=transfer, Client=John Doe
[2025-09-01 03:49:40,170] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,170] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:40,214] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,214] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 10
[2025-09-01 03:49:40,214] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$700, Type=deposit, Client=John Doe
[2025-09-01 03:49:40,217] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,217] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=10, Triggers=1, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:40,231] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,231] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 11
[2025-09-01 03:49:40,231] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$800, Type=transfer, Client=John Doe
[2025-09-01 03:49:40,231] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 6 transactions in 1.0 hour(s)
[2025-09-01 03:49:40,231] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,231] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=35, Triggers=2, Requires OTP=False, Decision=Approve
[2025-09-01 03:49:40,259] INFO fraud_detection __init__:37 - RiskEngine initialized with 8 thresholds and 0 rules
[2025-09-01 03:49:40,259] INFO fraud_detection calculate_risk_score:55 - Starting risk assessment for transaction 12
[2025-09-01 03:49:40,259] INFO fraud_detection calculate_risk_score:56 - Transaction details: Amount=$1000, Type=deposit, Client=John Doe
[2025-09-01 03:49:40,259] WARNING fraud_detection calculate_risk_score:85 - Rule 2 triggered: High frequency: 7 transactions in 1.0 hour(s)
[2025-09-01 03:49:40,275] WARNING fraud_detection calculate_risk_score:133 - Rule 5 triggered: Statistical outlier: z-score 2.50 > 2.0
[2025-09-01 03:49:40,275] INFO fraud_detection calculate_risk_score:142 - Rule 6 triggered: Unusual time: 2:00
[2025-09-01 03:49:40,275] INFO fraud_detection calculate_risk_score:159 - Risk assessment completed: Score=50, Triggers=3, Requires OTP=False, Decision=Monitor
